chr32e	a33911c1-58d4-4368-a390-31e936d840b9	0-373:RC	15	372	telo	357	80
chr32e	f8ce3645-deb3-41eb-a872-7d695e8e785b	0-411:FW	0	394	telo	394	80
chr34e	5b6b037c-b923-41c0-8e23-3735a6105d3a	0-431:FW	0	413	telo	413	73
chr34e	66819811-23af-43ca-bd87-b79d3c55b2bf	1773-5392:FW	500	3332	telo	2832	73
chr38e	01e63823-27bf-4b73-b0d4-83248e00751b	1459-4688:FW	448	3212	telo	2764	126
chr38e	06fdc30c-144e-410b-bbd3-fc0cf13b210a	0-2161:FW	157	2159	telo	2002	126
chr38e	1b7026b5-e816-4b28-ba09-0d6d7f47392a	0-545:FW	0	544	telo	544	126
chr38e	2824501a-b735-424f-ae7f-054e80a7189b	0-1360:RC	951	1137	telo	186	126
chr38e	347d0669-4f33-49cb-b64c-cdd87eb3a3e5	0-2452:RC	396	2451	telo	2055	126
chr38e	3a24ed04-de2d-4819-a215-f4ae338d210e	0-246:FW	2	244	telo	242	126
chr38e	42a3a641-899f-48aa-be95-4c26efe2adf4	0-415:RC	2	394	telo	392	126
chr38e	9c6dc61c-307e-4d71-940d-176d5411df39	0-1580:RC	1360	1579	telo	219	126
chr38e	a1f53d42-b10d-4158-8211-4c39a512d44a	0-287:FW	0	286	telo	286	126
chr38e	b1015b39-360f-477e-a48c-7d3b6b319088	0-5008:FW	3152	5002	telo	1850	126
chr38e	c991abe2-301a-43e2-bd19-1942e3d4f8f3	0-438:FW	141	298	telo	157	126
chr38e	cfe1e07e-0a04-4147-832e-27f404aef526	0-1472:FW	23	1036	telo	1013	126
chr40e	468e548c-641a-4648-b395-10a7eb0d4008	0-5551:FW	241	2470	telo	2229	155
chr40e	7e092db8-b454-4318-9fc5-436047588171	0-597:RC	0	340	telo	340	155
chr43e	1d73b520-5ba2-4f76-883d-03fa5c1108c9	0-254:FW	22	244	telo	222	72
chr43e	37e0f5df-5b57-4092-a415-f577a4842d42	0-2730:FW	11	2729	telo	2718	72
chr43e	470285fc-27f4-4757-a5e9-f7c7b24c2135	0-465:RC	0	464	telo	464	72
chr43e	4710ac87-308e-4250-bbdc-befc1f53ed5e	0-443:RC	72	404	telo	332	72
chr43e	53ccaf5e-db8f-45ab-8af9-c6c795a6421f	0-590:RC	500	589	telo	89	72
chr43e	5a6d0ef3-b387-4801-a7fc-9bbd5382b905	0-320:FW	0	317	telo	317	72
chr43e	6f9e90b6-d943-4f76-808e-fcc457e50f95	0-564:FW	36	563	telo	527	72
chr43e	793426e6-e2b1-491f-8ffa-46be87f364c0	0-1910:RC	19	1909	telo	1890	72
chr43e	83bfbc9d-7822-467f-b8e4-903075c51dc2	0-617:FW	0	615	telo	615	72
chr43e	8bb88571-607e-448b-a3d4-cecc9d9d3fa2	0-897:RC	9	896	telo	887	72
chr43e	d2892747-ba49-44ab-8786-281b1e8450e0	0-243:FW	22	242	telo	220	72
chr43e	d8921ced-9d1e-4fb5-b2c9-1f1f34dadb57	0-3658:RC	0	2947	telo	2947	72
chr43e	e002185c-2998-4741-a974-9b20cab01c6f	0-1123:FW	0	1108	telo	1108	72
chr48e	1eb8a0ac-066f-43bc-9f6b-8180e8b05c18	2051-3146:RC	500	595	telo	95	63
chr48e	3b8fdd2b-c49e-45a4-b0fb-c78a9c5c76f0	785-2058:RC	415	781	telo	366	63
chr01e	325cb437-56a9-45f5-ab0f-5861e4e4214e	1354-4623:FW	500	3252	telo	2752	73
chr01e	33381efb-b319-4e11-bd0d-18231bd4564d	0-1764:FW	0	1747	telo	1747	73
chr01e	440ef6bc-f83b-4715-b95e-01536be88ab6	0-2930:FW	23	2917	telo	2894	73
chr01e	8e2a7d74-325c-42fd-953f-4de3c9c1f0ed	0-437:FW	27	434	telo	407	73
chr01e	f5758172-135b-4e39-ba36-6fe7346769d3	0-897:RC	2	896	telo	894	73
chr01s	03c409d3-ee1b-45da-86d8-d06a367ac0a8	0-430:RC	4	409	telo	405	72
chr01s	0d7cdb7d-c1fd-4a60-bd08-5935ee0ec598	0-514:RC	213	513	telo	300	72
chr01s	18a10712-ab2e-48b0-a1e7-641fd76bb9f8	204-1175:RC	0	471	telo	471	72
chr01s	237bd39a-6951-4fe9-a527-35c6263b12bd	0-586:FW	0	585	telo	585	72
chr01s	2dfc8d11-edb6-4c15-b9bb-2842a1a0f9f5	0-1969:FW	0	1968	telo	1968	72
chr01s	5da4c549-af2b-40d9-889a-93908dc0e673	322-1621:FW	489	1295	telo	806	72
chr01s	6b51154d-1ec5-4679-a3e6-ffbb0af32ba1	4242-5733:FW	489	1488	telo	999	72
chr01s	a642ceea-ee7a-4795-a998-c05cf4bb978f	0-276:RC	0	275	telo	275	72
chr01s	ad228e70-8a28-4e44-af3c-137687a9dff2	0-747:RC	18	746	telo	728	72
chr01s	ae7f021f-b237-4a2a-be14-bf2b14412fd0	0-328:RC	12	327	telo	315	72
chr01s	c08ce799-bb52-47ea-969e-91dfd94a5821	0-822:FW	0	802	telo	802	72
chr01s	d9297787-fcbc-48fa-bc3b-ac6b130d2371	0-591:FW	22	590	telo	568	72
