chr32e	5fac6e57-5eea-408a-86a4-8684acfa7219	0-1494:RC	500	1143	telo	643	80
chr32e	7fc096a7-9dfc-47b1-866b-2384d4222ed0	0-979:RC	500	964	telo	464	80
chr32e	b4edc05d-155d-40f7-9594-708a2b9f2fc3	2625-4040:FW	413	1404	telo	991	80
chr34e	324d6c09-a7a6-47dd-ba98-a4f66fe8717b	0-1374:FW	0	1372	telo	1372	73
chr34e	63cf3d87-11ad-409c-a46b-1aab811ecd78	0-1215:RC	440	1214	telo	774	73
chr34e	7682ab4f-a2ca-4c8f-b6eb-65e186cc5dec	0-1393:FW	189	239	telo	50	73
chr34e	801ff7a0-3024-4fc1-8640-6809e179d445	0-419:FW	0	403	telo	403	73
chr34e	9a0ca74e-8b6c-4b71-aade-4f321d3af0ab	7084-8513:FW	500	1397	telo	897	73
chr34e	e4af0d56-1af8-4350-981e-0c6c2a039023	0-1242:FW	0	1236	telo	1236	73
chr34e	e5c3469c-e707-4705-b1ec-e74b523a627c	0-1929:RC	402	439	telo	37	73
chr38e	052a9422-2405-44bf-ab0d-bbdce0222ea9	0-3390:RC	2785	2985	telo	200	126
chr38e	2e6ab8cd-1a59-46e5-8f7f-fd67c5401be0	0-1459:RC	872	1053	telo	181	126
chr38e	34b371c8-dfee-4ea4-a330-a0e14f859804	0-2641:FW	1030	2632	telo	1602	126
chr38e	7c18cf9d-5f1d-4830-8c95-be4ab80ee6d8	0-3335:RC	52	478	telo	426	126
chr38e	7d9a3be6-9cc7-4c19-876d-7a70f92bf6fe	0-3151:FW	21	1182	telo	1161	126
chr38e	843223ff-3031-4eed-94a3-6db52ff31b8f	0-583:RC	3	561	telo	558	126
chr38e	bd586f58-937b-4a3d-99df-fb1cd4aa69c6	0-1141:RC	516	1117	telo	601	126
chr38e	d05dadbc-888f-4f54-9425-2f9f36b6e953	0-5060:RC	651	1399	telo	748	126
chr38e	ed6431c5-783b-463c-aafc-a461628a75a5	0-439:FW	113	281	telo	168	126
chr40e	2c272b4a-b3d9-486e-bb32-5643563c2bf1	0-1317:RC	327	1316	telo	989	155
chr40e	7b9e6a31-8c57-42c3-ba1a-a33ef8c17f05	0-1457:RC	0	1436	telo	1436	155
chr40e	b6c26187-8127-4f88-8ea6-b4dadcd9f229	0-1831:FW	0	921	telo	921	155
chr40e	f1997819-44a0-44c0-ad9b-c1029ad23ae2	0-1639:RC	13	1126	telo	1113	155
chr43e	1218457b-7d29-4556-b9f8-23e4afefcb6a	20808-26410:FW	500	5601	telo	5101	72
chr43e	13379f5a-fae2-4f7d-9c89-560debbf05e4	0-3371:FW	90	3366	telo	3276	72
chr43e	175dfd10-1e22-4219-86f5-229229c4bafc	0-1385:FW	332	1372	telo	1040	72
chr43e	1e33347d-970e-4fcb-a28c-f2c17316a99c	0-2032:FW	162	2031	telo	1869	72
chr43e	256e190b-0e8f-4184-9646-34560ee8048a	0-4601:FW	24	4599	telo	4575	72
chr43e	33a513af-bfe3-4a65-9c89-0287711ed1ca	0-400:RC	4	376	telo	372	72
chr43e	3ce37257-0909-4233-9a9b-55307cd72b65	0-6878:RC	0	2629	telo	2629	72
chr43e	51330f44-fa0e-49c7-beee-6d54186e69da	0-621:FW	0	606	telo	606	72
chr43e	566efbc1-2974-4da7-a029-b84088dc2449	0-1882:FW	22	1382	telo	1360	72
chr43e	6afe7d09-6abd-4585-a508-39e39c8b00d6	0-2404:RC	500	2382	telo	1882	72
chr43e	704fbde9-18ff-45aa-8b16-8dac971988b2	0-899:FW	20	895	telo	875	72
chr43e	9c8e1393-3d78-492b-a56b-d7071eb77635	0-308:FW	23	306	telo	283	72
chr43e	9dfff4ef-2641-4e8d-9301-85059d775ba1	0-752:RC	500	747	telo	247	72
chr43e	bdfad4d2-510f-4370-9556-8c9e6ea000ea	1476-3495:FW	500	1519	telo	1019	72
chr43e	c6f3e09a-c05d-42cc-83d6-d74bbd904033	0-212:RC	2	211	telo	209	72
chr43e	c8cb4f68-91d6-4eb7-8d50-d154b4ce86d3	58-1202:RC	743	908	telo	165	72
chr43e	e57fe90c-0a3f-4bc7-960d-e536dd13a047	0-658:FW	378	654	telo	276	72
chr43e	f6e0f2b7-be1a-4ec3-a033-d99e5a6947d7	0-2685:FW	1241	2683	telo	1442	72
chr01e	0e41ad2c-fcdd-49eb-8b2b-df599cbd8ada	66-4195:RC	8	594	telo	586	73
chr01e	47b5fa2d-669a-4eb7-941a-8c5cffaf34fa	0-1111:RC	14	1093	telo	1079	73
chr01e	5e29aa5a-7c89-4dc2-b457-09d72cc81687	0-1212:FW	13	1194	telo	1181	73
chr01e	60e8b645-00a9-454d-b957-a89438689ed9	0-1288:RC	500	1287	telo	787	73
chr01e	6110766a-83da-4c37-8039-61eec1161f21	0-3262:RC	23	3261	telo	3238	73
chr01e	68995639-5e01-413f-bd02-05d6cacf61d7	230-1701:FW	500	1463	telo	963	73
chr01e	759c1e00-392e-45b0-b3aa-3d632f6a0605	0-1842:RC	17	1841	telo	1824	73
chr01e	82899cfe-083f-4e33-a2b0-4a08b835e049	0-3012:RC	0	2993	telo	2993	73
chr01e	856b43ab-2c5c-42ef-8005-a93b2d07701f	0-3744:RC	16	3668	telo	3652	73
chr01e	896343ce-738d-4c16-953f-a0d4d11113f3	0-7217:RC	3	7216	telo	7213	73
chr01e	8ab3342a-4b91-40de-9192-801eabc2eddc	0-3219:RC	500	3199	telo	2699	73
chr01e	c7ae9717-d3de-489f-b837-eddb92fbe927	0-492:FW	0	491	telo	491	73
chr01e	c801b4a1-9054-4103-ad15-e4bcb08608cc	3838-13049:FW	500	9207	telo	8707	73
chr01e	ec36d31c-98c0-4bc3-82bd-91e30503ece6	0-441:RC	3	440	telo	437	73
chr01e	fe147697-0e86-4e31-bd15-e36a6d497ac1	0-5769:RC	0	5754	telo	5754	73
chr01s	0e8a58d2-57fc-4fad-ac5d-ca836a2294c9	7883-10942:FW	489	3040	telo	2551	72
chr01s	13e64346-9406-4c50-a420-2e15224aadb2	0-557:FW	22	556	telo	534	72
chr01s	306690ae-f239-4410-b3be-694b3b2c015a	0-1308:FW	0	1306	telo	1306	72
chr01s	3080c198-98ab-4391-83f5-eb52f5723cab	0-2288:RC	1347	2264	telo	917	72
chr01s	36937a15-faa0-4547-a337-c06b8a37b555	0-758:RC	25	737	telo	712	72
chr01s	3953f2ef-92a3-474b-a094-1c173a39c95b	0-256:FW	22	252	telo	230	72
chr01s	4699dac9-1634-4977-8443-b90326911420	0-774:FW	0	754	telo	754	72
chr01s	49417411-0251-4fbb-9876-6874be01700b	0-266:FW	0	242	telo	242	72
chr01s	5faace7f-f8e6-47a7-8b8a-57d79922aea9	0-233:FW	19	222	telo	203	72
chr01s	65d3e380-23e8-4c24-a62c-34e6f040d068	0-3061:RC	500	3060	telo	2560	72
chr01s	7251289a-0cf1-4876-b018-751a13c34c25	0-2072:FW	0	2070	telo	2070	72
