chr32e	097326ec-d56b-40ba-8c98-df9f0e73bc95	0-422:RC	4	421	telo	417	80
chr32e	1b2a5d2f-1e91-48a5-9527-d7a91275dde6	0-1521:RC	2	1342	telo	1340	80
chr32e	78bc5324-3be7-437b-9bce-bd388e075c04	0-385:FW	22	371	telo	349	80
chr32e	7f65e7cf-a2d2-4e4b-8b12-6f0d883ea4e0	0-587:RC	0	525	telo	525	80
chr34e	2519c795-0115-4ea0-a96a-5ea02f82d599	0-426:RC	7	404	telo	397	73
chr34e	507f81ee-7481-49bc-b509-a2238497b2cc	0-546:FW	150	190	telo	40	73
chr34e	5ba78dba-b5ea-4208-8998-506b3a2180d8	0-722:FW	450	487	telo	37	73
chr34e	e02832b5-f202-4e85-93f8-1418c88c6159	0-566:FW	7	564	telo	557	73
chr38e	1d6a2d65-2113-417f-9f8c-369aa9e3fa61	0-2100:RC	448	2067	telo	1619	126
chr38e	49fb8514-be26-4913-a9e8-eef956726886	0-821:RC	3	800	telo	797	126
chr38e	66c1f126-ac50-47bb-b8fd-749c18df5411	0-1385:FW	147	429	telo	282	126
chr38e	7c826dc8-6331-499d-95b1-ad9fc2e09fa5	0-665:RC	4	664	telo	660	126
chr38e	7d875a68-fcfe-4cdf-92d0-af5681e7d009	0-1046:RC	19	485	telo	466	126
chr38e	7f710c0e-18c8-4e9b-a293-3cc7572cb7a2	0-703:RC	0	567	telo	567	126
chr38e	7fb294ca-89cf-4952-828c-e36173c5a15d	0-2603:RC	1758	2083	telo	325	126
chr38e	8a38559e-13e2-405a-861a-b89f3c3c2d9d	0-492:RC	140	400	telo	260	126
chr38e	8b4f3fc0-c442-4c7b-a1fa-5c321b05e4c6	0-242:FW	13	225	telo	212	126
chr38e	b7108658-1b75-475e-b7fc-f71bdcd0d743	0-1327:FW	21	1326	telo	1305	126
chr38e	c49a503b-deef-4910-8e81-eb94af537ce1	0-459:FW	0	225	telo	225	126
chr38e	cf0c7b1e-0d63-4bda-ba59-2e47b685cc9b	821-2421:FW	649	1402	telo	753	126
chr38e	d9aa426a-af44-4016-99f2-20728ba60afc	0-1984:RC	2	1963	telo	1961	126
chr38e	dd595caa-165a-4750-8dfc-8619c8714566	0-814:RC	4	274	telo	270	126
chr40e	81b1661b-175e-4e13-8eea-2269b7fdef2d	0-4753:RC	20	1818	telo	1798	155
chr43e	0bbf394a-b803-4b27-ad13-ab2677acc4b2	0-1244:FW	11	1227	telo	1216	72
chr43e	1973fa04-5ee0-4dc4-a555-141cb9ef31e8	0-526:RC	0	504	telo	504	72
chr43e	29d4e86d-b98f-4a90-bc5b-c235a5e759a9	0-669:FW	32	662	telo	630	72
chr43e	5404f1bf-2d9b-410d-b227-eb9d48849d3d	0-955:FW	0	645	telo	645	72
chr43e	5503a4a5-bd2a-488d-b031-d48074408db0	0-1733:FW	0	1731	telo	1731	72
chr43e	5721da27-57a8-4fb6-8994-42e3df907fe6	0-1360:FW	139	1335	telo	1196	72
chr43e	593ce274-6ee6-4284-baee-630db0c9cffa	0-649:FW	0	632	telo	632	72
chr43e	5a22e4d3-7ad5-4c73-b819-cec7043b753a	0-402:FW	19	377	telo	358	72
chr43e	69431fa0-e06c-499e-ad5d-78e124074255	0-593:FW	0	574	telo	574	72
chr43e	8245b326-7b8e-43cc-8e21-baadb69b1fc0	0-931:FW	0	918	telo	918	72
chr43e	9912834a-dbfc-433c-a4ba-6b627f9486b1	0-644:FW	0	622	telo	622	72
chr43e	a8e2aec1-c7d0-41d4-930d-9fca8f3751d7	0-3129:FW	22	3127	telo	3105	72
chr43e	af5908fb-bf82-4cbf-8cb5-755bcc14b1bf	0-557:FW	0	542	telo	542	72
chr43e	b2a06bd0-58f9-4cd2-8461-1a409e3a19b8	0-250:FW	0	231	telo	231	72
chr43e	c393c537-f4b5-4e62-9fb6-d987ce2ec390	0-1749:FW	23	1747	telo	1724	72
chr43e	db6f23af-6b80-4ecf-9d96-5a3698d61249	0-362:FW	22	360	telo	338	72
chr43e	de6ad098-a69b-458e-bed4-ab35ca01d02d	0-1146:FW	22	1145	telo	1123	72
chr43e	ea88937f-9526-488b-8631-226db450fa83	1151-2050:RC	17	399	telo	382	72
chr43e	f2fb32fc-59eb-47d1-83ff-c0432209c3ac	0-1122:RC	17	1103	telo	1086	72
chr43e	ff0ee816-692c-4f23-aa68-8ed7f1b91931	0-966:FW	23	950	telo	927	72
chr01e	277c209f-5b69-4924-a71f-d2ec3bcc990b	0-1815:FW	19	1794	telo	1775	73
chr01e	6650661c-95ed-4b66-9c49-2d10e8cc9cf2	0-577:FW	230	560	telo	330	73
chr01e	6fff0815-a1d6-4f8f-97a6-96afed10c054	152-780:RC	0	128	telo	128	73
chr01e	84ab429b-42bb-4960-bf9b-27df01a31b36	0-225:FW	14	221	telo	207	73
chr01e	bcc9f34e-cdde-4f2b-afac-c139e8d50cb1	0-1176:RC	1	1175	telo	1174	73
chr01e	c78cd819-da93-497d-ab03-f2c9441cb938	0-242:FW	22	241	telo	219	73
chr01e	d57a09e0-9930-4827-bc26-a17a092b844d	0-1434:RC	0	1433	telo	1433	73
