356	+	jamAng-chr04R-d-2x	356	0	356	jamAng-chr18R-d-2x	356	0	356	100.000	643	0.0
356	+	jamAng-chr18R-d-2x	356	0	356	jamAng-chr04R-d-2x	356	0	356	100.000	643	0.0
260	+	jamAng-chr20L-d-2x	260	0	260	jamAng-chr20R-d-2x	260	0	260	100.000	470	1.30e-135
260	+	jamAng-chr20R-d-2x	260	0	260	jamAng-chr20L-d-2x	260	0	260	100.000	470	1.30e-135
260	+	jamPhy-chr2R-d-2x	260	0	260	jamPhy-chr3L-d-2x	260	0	260	100.000	470	1.30e-135
260	+	jamPhy-chr3L-d-2x	260	0	260	jamPhy-chr2R-d-2x	260	0	260	100.000	470	1.30e-135
216	+	symKan-chr2L-d-2x	222	0	222	symKan-chr2L-p-2x	222	0	222	97.297	374	6.48e-107
216	+	symKan-chr2L-p-2x	222	0	222	symKan-chr2L-d-2x	222	0	222	97.297	374	6.48e-107
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr03R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr05R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr06R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr07R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr09L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr10R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr14R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr02L-d-2x	200	0	200	jamPal-chr15L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr02L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr05R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr06R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr07R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr09L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr10R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr14R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr03R-d-2x	200	0	200	jamPal-chr15L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr02L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr03R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr06R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr07R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr09L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr10R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr14R-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr05R-d-2x	200	0	200	jamPal-chr15L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr06R-d-2x	200	0	200	jamPal-chr02L-d-2x	200	0	200	100.000	361	3.65e-103
200	+	jamPal-chr06R-d-2x	200	0	200	jamPal-chr03R-d-2x	200	0	200	100.000	361	3.65e-103
